,Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Solar Generation (W/kW),Heating Load (kWh),HVAC Mode (Off/Cooling/Heating),Temperature Set Point (C)
4837,7,14,2.0,1.0,23.93,0.0,56.69,10.74,0,169.36,793.636,0,1,24.444444
4838,7,15,2.0,1.0,23.93,0.0,56.36,10.74,0,172.43,722.61,0,1,24.444444
4839,7,16,2.0,1.0,23.93,0.0,55.68,10.74,0,166.12,598.739,0,1,24.444444
4840,7,17,2.0,1.0,23.93,0.0,55.26,10.74,0,155.1,430.534,0,1,24.444444
4841,7,18,2.0,1.0,23.92,0.0,55.48,10.74,0,139.39,217.056,0,1,24.444444
4842,7,19,2.0,1.0,23.92,0.0,56.15,8.35,0,120.2,27.5504,0,1,24.444444
4843,7,20,2.0,1.0,23.91,0.0,56.89,8.35,0,112.37,0.0,0,1,24.444444
4844,7,21,2.0,1.0,24.47,0.05,55.11,2.36,0,12.15,0.0,0,1,24.444444
4845,7,22,2.0,1.0,24.88,0.03,53.04,2.36,0,11.67,0.0,0,1,24.444444
4846,7,23,2.0,1.0,25.0,0.05,51.95,2.36,0,11.59,0.0,0,1,24.444444
4847,7,24,2.0,1.0,25.01,0.05,51.54,2.36,0,8.57,0.0,0,1,24.444444
4848,7,1,3.0,1.0,25.01,0.06,51.85,2.36,0,9.81,0.0,0,1,24.444444
4849,7,2,3.0,1.0,24.96,0.05,52.23,2.36,0,8.2,0.0,0,1,24.444444
4850,7,3,3.0,1.0,24.92,0.06,52.37,2.36,0,7.56,0.0,0,1,24.444444
4851,7,4,3.0,1.0,24.84,0.04,52.16,2.36,0,8.64,0.0,0,1,24.444444
4852,7,5,3.0,1.0,24.82,0.07,51.89,2.36,0,5.4,0.0,0,1,24.444444
4853,7,6,3.0,1.0,24.87,0.01,51.35,2.36,0,8.92,0.0,0,1,24.444444
4854,7,7,3.0,1.0,23.93,0.03,56.41,4.77,0,88.43,53.8215,0,1,24.444444
4855,7,8,3.0,1.0,23.91,0.0,60.84,7.16,0,105.23,160.454,0,1,24.444444
4856,7,9,3.0,1.0,23.91,0.0,62.49,10.74,0,133.91,284.844,0,1,24.444444
4857,7,10,3.0,1.0,23.92,0.0,61.83,10.74,0,148.23,414.636,0,1,24.444444
4858,7,11,3.0,1.0,23.92,0.0,61.44,10.74,0,160.41,505.479,0,1,24.444444
4859,7,12,3.0,1.0,23.93,0.0,60.44,10.74,0,165.98,635.475,0,1,24.444444
4860,7,13,3.0,1.0,23.92,0.0,59.16,10.74,0,158.73,558.643,0,1,24.444444
4861,7,14,3.0,1.0,23.92,0.0,58.24,10.74,0,160.59,551.872,0,1,24.444444
4862,7,15,3.0,1.0,23.92,0.0,58.5,10.74,0,168.79,495.927,0,1,24.444444
4863,7,16,3.0,1.0,23.92,0.0,57.94,10.74,0,158.6,425.92,0,1,24.444444
4864,7,17,3.0,1.0,23.91,0.0,57.71,10.74,0,140.96,238.179,0,1,24.444444
4865,7,18,3.0,1.0,23.91,0.0,58.35,10.74,0,123.11,118.719,0,1,24.444444
4866,7,19,3.0,1.0,23.91,0.0,59.08,8.35,0,108.23,20.1314,0,1,24.444444
4867,7,20,3.0,1.0,23.91,0.0,59.83,8.35,0,102.92,0.0,0,1,24.444444
4868,7,21,3.0,1.0,24.42,0.07,58.05,2.36,0,10.03,0.0,0,1,24.444444
4869,7,22,3.0,1.0,24.71,0.03,56.51,2.36,0,12.81,0.0,0,1,24.444444
4870,7,23,3.0,1.0,24.82,0.06,55.9,2.36,0,9.96,0.0,0,1,24.444444
4871,7,24,3.0,1.0,24.81,0.05,55.71,2.36,0,10.19,0.0,0,1,24.444444
4872,7,1,4.0,1.0,24.8,0.07,55.6,2.36,0,7.37,0.0,0,1,24.444444
4873,7,2,4.0,1.0,24.73,0.04,55.8,2.36,0,9.74,0.0,0,1,24.444444
4874,7,3,4.0,1.0,24.73,0.07,56.0,2.36,0,5.78,0.0,0,1,24.444444
4875,7,4,4.0,1.0,24.7,0.08,56.44,2.36,0,5.32,0.0,0,1,24.444444
4876,7,5,4.0,1.0,24.67,0.08,56.57,2.36,0,6.0,0.0,0,1,24.444444
4877,7,6,4.0,1.0,24.71,0.0,55.96,2.36,0,8.32,0.0,0,1,24.444444
4878,7,7,4.0,1.0,23.9,0.0,60.02,4.77,0,76.97,51.7248,0,1,24.444444
4879,7,8,4.0,1.0,23.9,0.0,63.0,7.16,0,84.65,163.641,0,1,24.444444
4880,7,9,4.0,1.0,23.9,0.0,63.47,10.74,0,102.67,253.191,0,1,24.444444
4881,7,10,4.0,1.0,23.9,0.0,62.19,10.74,0,104.21,319.479,0,1,24.444444
4882,7,11,4.0,1.0,23.9,0.0,61.64,10.74,0,119.6,418.77,0,1,24.444444
4883,7,12,4.0,1.0,23.9,0.0,61.07,10.74,0,136.16,623.295,0,1,24.444444
4884,7,13,4.0,1.0,23.91,0.0,60.27,10.74,0,147.76,663.31,0,1,24.444444
4885,7,14,4.0,1.0,23.91,0.0,59.46,10.74,0,151.31,589.039,0,1,24.444444
4886,7,15,4.0,1.0,23.91,0.0,59.02,10.74,0,154.73,525.728,0,1,24.444444
4887,7,16,4.0,1.0,23.91,0.0,58.97,10.74,0,152.22,412.805,0,1,24.444444
4888,7,17,4.0,1.0,23.91,0.0,58.84,10.74,0,142.04,284.52,0,1,24.444444
4889,7,18,4.0,1.0,23.91,0.0,58.76,10.74,0,126.28,138.565,0,1,24.444444
4890,7,19,4.0,1.0,23.91,0.0,59.33,8.35,0,107.75,19.5177,0,1,24.444444
4891,7,20,4.0,1.0,23.91,0.0,60.12,8.35,0,100.36,0.0,0,1,24.444444
4892,7,21,4.0,1.0,24.4,0.06,58.29,2.36,0,9.79,0.0,0,1,24.444444
4893,7,22,4.0,1.0,24.69,0.03,56.52,2.36,0,12.31,0.0,0,1,24.444444
4894,7,23,4.0,1.0,24.81,0.07,55.65,2.36,0,8.56,0.0,0,1,24.444444
4895,7,24,4.0,1.0,24.78,0.04,55.19,2.36,0,10.45,0.0,0,1,24.444444
4896,7,1,5.0,1.0,24.77,0.07,55.2,2.36,0,6.98,0.0,0,1,24.444444
4897,7,2,5.0,1.0,24.72,0.06,55.44,2.36,0,6.77,0.0,0,1,24.444444
4898,7,3,5.0,1.0,24.66,0.05,55.65,2.36,0,7.31,0.0,0,1,24.444444
4899,7,4,5.0,1.0,24.62,0.06,55.93,2.36,0,5.61,0.0,0,1,24.444444
4900,7,5,5.0,1.0,24.58,0.06,56.07,2.36,0,4.76,0.0,0,1,24.444444
4901,7,6,5.0,1.0,24.65,0.02,55.43,2.36,0,8.27,0.0,0,1,24.444444
4902,7,7,5.0,1.0,23.88,0.0,59.99,4.77,0,69.31,48.3796,0,1,24.444444
4903,7,8,5.0,1.0,23.9,0.0,62.67,7.16,0,88.88,184.818,0,1,24.444444
4904,7,9,5.0,1.0,23.91,0.0,62.79,10.74,0,122.64,361.515,0,1,24.444444
4905,7,10,5.0,1.0,23.91,0.0,61.47,10.74,0,138.3,461.485,0,1,24.444444
4906,7,11,5.0,1.0,23.92,0.0,60.25,10.74,0,152.81,554.213,0,1,24.444444
4907,7,12,5.0,1.0,23.92,0.0,59.46,10.74,0,158.06,609.694,0,1,24.444444
4908,7,13,5.0,1.0,23.92,0.0,59.0,10.74,0,168.01,667.543,0,1,24.444444
4909,7,14,5.0,1.0,23.93,0.0,58.12,10.74,0,171.45,675.239,0,1,24.444444
4910,7,15,5.0,1.0,23.92,0.0,57.27,10.74,0,172.54,596.128,0,1,24.444444
4911,7,16,5.0,1.0,23.92,0.0,57.33,10.74,0,172.78,529.045,0,1,24.444444
4912,7,17,5.0,1.0,23.93,0.0,57.34,10.74,0,163.31,376.864,0,1,24.444444
4913,7,18,5.0,1.0,23.92,0.0,57.84,10.74,0,151.56,196.864,0,1,24.444444
4914,7,19,5.0,1.0,23.92,0.0,59.46,8.35,0,134.26,24.6703,0,1,24.444444
4915,7,20,5.0,1.0,23.91,0.0,60.93,8.35,0,125.63,0.0,0,1,24.444444
4916,7,21,5.0,1.0,24.46,0.05,59.36,2.36,0,13.64,0.0,0,1,24.444444
4917,7,22,5.0,1.0,24.87,0.03,57.62,2.36,0,13.32,0.0,0,1,24.444444
4918,7,23,5.0,1.0,24.97,0.03,57.13,2.36,0,13.61,0.0,0,1,24.444444
4919,7,24,5.0,1.0,24.98,0.05,56.86,2.36,0,9.39,0.0,0,1,24.444444
4920,7,1,6.0,1.0,24.95,0.06,56.7,2.36,0,10.68,0.0,0,1,24.444444
4921,7,2,6.0,1.0,24.92,0.07,56.68,2.36,0,6.76,0.0,0,1,24.444444
4922,7,3,6.0,1.0,24.86,0.05,57.07,2.36,0,10.0,0.0,0,1,24.444444
4923,7,4,6.0,1.0,24.81,0.05,57.52,2.36,0,6.92,0.0,0,1,24.444444
4924,7,5,6.0,1.0,24.79,0.07,57.71,2.36,0,6.85,0.0,0,1,24.444444
4925,7,6,6.0,1.0,24.83,0.0,57.14,2.36,0,10.29,0.0,0,1,24.444444
4926,7,7,6.0,1.0,23.93,0.03,61.18,4.77,0,90.23,48.7878,0,1,24.444444
4927,7,8,6.0,1.0,23.91,0.0,63.67,7.16,0,106.76,193.193,0,1,24.444444
4928,7,9,6.0,1.0,23.91,0.0,63.96,10.74,0,143.51,357.33,0,1,24.444444
4929,7,10,6.0,1.0,23.92,0.0,62.32,10.74,0,157.27,523.822,0,1,24.444444
4930,7,11,6.0,1.0,23.92,0.0,60.33,10.74,0,170.22,642.492,0,1,24.444444
4931,7,12,6.0,1.0,23.93,0.0,58.95,10.74,0,168.06,582.883,0,1,24.444444
4932,7,13,6.0,1.0,23.93,0.0,57.86,10.74,0,168.72,596.407,0,1,24.444444
4933,7,14,6.0,1.0,23.93,0.0,57.25,10.74,0,171.4,550.854,0,1,24.444444
4934,7,15,6.0,1.0,23.93,0.0,57.34,10.74,0,174.34,446.157,0,1,24.444444
4935,7,16,6.0,1.0,23.92,0.0,57.85,10.74,0,156.72,300.138,0,1,24.444444
4936,7,17,6.0,1.0,23.91,0.0,57.91,10.74,0,147.03,186.017,0,1,24.444444
4937,7,18,6.0,1.0,23.91,0.0,59.2,10.74,0,142.48,78.2848,0,1,24.444444
4938,7,19,6.0,1.0,23.91,0.0,60.68,8.35,0,127.68,18.5565,0,1,24.444444
4939,7,20,6.0,1.0,23.91,0.0,62.13,8.35,0,123.28,0.0,0,1,24.444444
4940,7,21,6.0,1.0,24.43,0.05,60.47,2.36,0,13.39,0.0,0,1,24.444444
4941,7,22,6.0,1.0,24.82,0.03,58.7,2.36,0,13.22,0.0,0,1,24.444444
4942,7,23,6.0,1.0,24.94,0.05,58.28,2.36,0,12.28,0.0,0,1,24.444444
4943,7,24,6.0,1.0,24.92,0.03,58.22,2.36,0,12.13,0.0,0,1,24.444444
4944,7,1,7.0,1.0,24.93,0.07,58.19,1.77,0,9.03,0.0,0,1,24.444444
4945,7,2,7.0,1.0,24.86,0.03,58.56,1.77,0,9.29,0.0,0,1,24.444444
4946,7,3,7.0,1.0,24.84,0.07,58.84,1.77,0,8.17,0.0,0,1,24.444444
4947,7,4,7.0,1.0,24.78,0.06,59.19,1.77,0,7.77,0.0,0,1,24.444444
4948,7,5,7.0,1.0,24.72,0.06,59.45,1.77,0,7.68,0.0,0,1,24.444444
4949,7,6,7.0,1.0,24.79,0.01,58.79,1.77,0,9.54,0.0,0,1,24.444444
4950,7,7,7.0,1.0,23.92,0.02,62.72,3.58,0,88.58,54.8231,0,1,24.444444
4951,7,8,7.0,1.0,23.91,0.0,65.45,5.97,0,104.89,188.773,0,1,24.444444
4952,7,9,7.0,1.0,23.92,0.0,65.63,9.55,0,139.56,376.048,0,1,24.444444
4953,7,10,7.0,1.0,23.92,0.0,63.71,10.74,0,160.17,517.093,0,1,24.444444
4954,7,11,7.0,1.0,23.92,0.0,61.41,10.74,0,175.33,618.58,0,1,24.444444
4955,7,12,7.0,1.0,23.93,0.0,59.67,10.74,0,181.89,731.65,0,1,24.444444
4956,7,13,7.0,1.0,23.93,0.0,58.09,10.74,0,187.9,713.464,0,1,24.444444
4957,7,14,7.0,1.0,23.93,0.0,57.75,10.74,0,199.67,785.49,0,1,24.444444
4958,7,15,7.0,1.0,23.93,0.0,58.33,10.74,0,200.94,690.649,0,1,24.444444
4959,7,16,7.0,1.0,23.93,0.0,58.21,10.74,0,192.79,557.967,0,1,24.444444
4960,7,17,7.0,1.0,23.93,0.0,57.96,10.74,0,177.18,391.041,0,1,24.444444
4961,7,18,7.0,1.0,23.92,0.0,58.06,8.35,0,146.26,189.735,0,1,24.444444
4962,7,19,7.0,1.0,23.92,0.0,59.53,5.97,0,129.45,23.1852,0,1,24.444444
4963,7,20,7.0,1.0,23.91,0.0,61.18,5.97,0,120.15,0.0,0,1,24.444444
4964,7,21,7.0,1.0,23.91,0.0,62.82,3.58,0,103.73,0.0,0,1,24.444444
4965,7,22,7.0,1.0,24.53,0.05,60.87,1.77,0,14.18,0.0,0,1,24.444444
4966,7,23,7.0,1.0,24.86,0.02,59.3,1.77,0,13.03,0.0,0,1,24.444444
4967,7,24,7.0,1.0,24.95,0.06,58.87,1.77,0,9.8,0.0,0,1,24.444444
4968,7,1,1.0,1.0,24.9,0.03,58.98,1.77,0,12.21,0.0,0,1,24.444444
4969,7,2,1.0,1.0,24.91,0.06,58.99,1.77,0,8.5,0.0,0,1,24.444444
4970,7,3,1.0,1.0,24.83,0.04,59.22,1.77,0,9.29,0.0,0,1,24.444444
4971,7,4,1.0,1.0,24.83,0.09,59.32,1.77,0,4.36,0.0,0,1,24.444444
4972,7,5,1.0,1.0,24.72,0.05,59.47,1.77,0,7.27,0.0,0,1,24.444444
4973,7,6,1.0,1.0,24.73,0.09,59.29,1.77,0,4.6,0.0,0,1,24.444444
4974,7,7,1.0,1.0,24.73,0.05,59.44,1.77,0,8.26,44.5408,0,1,24.444444
4975,7,8,1.0,1.0,24.98,0.0,58.2,1.77,0,15.09,188.817,0,1,24.444444
4976,7,9,1.0,1.0,23.96,0.04,61.6,3.58,0,116.86,370.308,0,1,24.444444
4977,7,10,1.0,1.0,23.92,0.0,62.76,7.16,0,131.56,533.266,0,1,24.444444
4978,7,11,1.0,1.0,23.92,0.0,61.72,7.16,0,142.8,682.348,0,1,24.444444
4979,7,12,1.0,1.0,23.93,0.0,59.94,9.55,0,157.88,780.501,0,1,24.444444
4980,7,13,1.0,1.0,23.94,0.0,57.96,9.55,0,161.48,801.955,0,1,24.444444
4981,7,14,1.0,1.0,23.94,0.0,56.7,9.55,0,160.17,749.049,0,1,24.444444
4982,7,15,1.0,1.0,23.94,0.0,55.75,9.55,0,161.14,719.982,0,1,24.444444
4983,7,16,1.0,1.0,23.94,0.0,55.95,9.55,0,159.04,552.192,0,1,24.444444
4984,7,17,1.0,1.0,23.93,0.0,56.47,7.16,0,142.9,390.443,0,1,24.444444
4985,7,18,1.0,1.0,23.93,0.0,57.7,4.77,0,125.45,135.94,0,1,24.444444
4986,7,19,1.0,1.0,24.61,0.07,56.18,1.77,0,15.04,18.7772,0,1,24.444444
4987,7,20,1.0,1.0,25.08,0.05,54.56,1.77,0,13.85,0.0,0,1,24.444444
4988,7,21,1.0,1.0,25.16,0.03,54.27,1.77,0,13.64,0.0,0,1,24.444444
4989,7,22,1.0,1.0,25.17,0.05,54.47,1.77,0,11.72,0.0,0,1,24.444444
4990,7,23,1.0,1.0,25.11,0.02,55.27,1.77,0,13.63,0.0,0,1,24.444444
4991,7,24,1.0,1.0,25.08,0.04,56.08,1.77,0,10.69,0.0,0,1,24.444444
4992,7,1,2.0,1.0,25.03,0.02,56.83,2.36,0,12.62,0.0,0,1,24.444444
4993,7,2,2.0,1.0,25.03,0.06,57.34,2.36,0,8.84,0.0,0,1,24.444444
4994,7,3,2.0,1.0,24.97,0.05,57.83,2.36,0,12.16,0.0,0,1,24.444444
4995,7,4,2.0,1.0,24.92,0.04,58.3,2.36,0,8.31,0.0,0,1,24.444444
4996,7,5,2.0,1.0,24.9,0.07,58.77,2.36,0,8.45,0.0,0,1,24.444444
4997,7,6,2.0,1.0,24.93,0.0,58.25,2.36,0,11.63,0.0,0,1,24.444444
4998,7,7,2.0,1.0,23.93,0.03,62.25,4.77,0,101.2,44.9005,0,1,24.444444
4999,7,8,2.0,1.0,23.91,0.0,64.46,7.16,0,116.62,193.303,0,1,24.444444
5000,7,9,2.0,1.0,23.92,0.0,64.23,10.74,0,153.49,390.256,0,1,24.444444
5001,7,10,2.0,1.0,23.92,0.0,62.21,10.74,0,163.65,539.483,0,1,24.444444
5002,7,11,2.0,1.0,23.93,0.0,60.1,10.74,0,174.95,612.569,0,1,24.444444
5003,7,12,2.0,1.0,23.94,0.0,59.09,10.74,0,181.23,642.569,0,1,24.444444
5004,7,13,2.0,1.0,23.94,0.0,58.6,10.74,0,186.64,666.418,0,1,24.444444
5005,7,14,2.0,1.0,23.94,0.0,58.16,10.74,0,185.91,622.541,0,1,24.444444
5006,7,15,2.0,1.0,23.94,0.0,57.8,10.74,0,186.04,561.396,0,1,24.444444
5007,7,16,2.0,1.0,23.93,0.0,57.73,10.74,0,178.48,425.475,0,1,24.444444
5008,7,17,2.0,1.0,23.93,0.0,57.52,10.74,0,169.52,302.436,0,1,24.444444
5009,7,18,2.0,1.0,23.93,0.0,57.91,10.74,0,161.18,142.307,0,1,24.444444
5010,7,19,2.0,1.0,23.93,0.0,59.28,8.35,0,144.49,15.5129,0,1,24.444444
5011,7,20,2.0,1.0,23.92,0.0,60.26,8.35,0,136.32,0.0,0,1,24.444444
5012,7,21,2.0,1.0,24.57,0.06,58.15,2.36,0,14.57,0.0,0,1,24.444444
5013,7,22,2.0,1.0,25.06,0.05,55.92,2.36,0,13.29,0.0,0,1,24.444444
5014,7,23,2.0,1.0,25.13,0.03,55.58,2.36,0,13.5,0.0,0,1,24.444444
5015,7,24,2.0,1.0,25.16,0.05,55.56,2.36,0,11.62,0.0,0,1,24.444444
5016,7,1,3.0,1.0,25.12,0.02,55.51,2.36,0,13.37,0.0,0,1,24.444444
5017,7,2,3.0,1.0,25.13,0.04,55.7,2.36,0,10.72,0.0,0,1,24.444444
5018,7,3,3.0,1.0,25.08,0.02,56.13,2.36,0,12.63,0.0,0,1,24.444444
5019,7,4,3.0,1.0,25.06,0.04,56.59,2.36,0,9.66,0.0,0,1,24.444444
5020,7,5,3.0,1.0,25.02,0.05,56.84,2.36,0,10.88,0.0,0,1,24.444444
5021,7,6,3.0,1.0,25.05,0.0,56.21,2.36,0,14.43,0.0,0,1,24.444444
5022,7,7,3.0,1.0,23.93,0.03,59.0,4.77,0,80.1,45.197,0,1,24.444444
5023,7,8,3.0,1.0,23.91,0.0,59.38,7.16,0,82.81,137.375,0,1,24.444444
5024,7,9,3.0,1.0,23.91,0.0,58.91,10.74,0,112.6,266.883,0,1,24.444444
5025,7,10,3.0,1.0,23.92,0.0,58.14,10.74,0,125.38,431.058,0,1,24.444444
5026,7,11,3.0,1.0,23.92,0.0,57.19,10.74,0,135.85,550.295,0,1,24.444444
5027,7,12,3.0,1.0,23.92,0.0,56.04,10.74,0,144.62,651.214,0,1,24.444444
5028,7,13,3.0,1.0,23.93,0.0,55.09,10.74,0,148.51,646.119,0,1,24.444444
5029,7,14,3.0,1.0,23.93,0.0,54.17,10.74,0,148.33,629.162,0,1,24.444444
5030,7,15,3.0,1.0,23.93,0.0,53.92,10.74,0,148.77,517.472,0,1,24.444444
5031,7,16,3.0,1.0,23.93,0.0,53.68,10.74,0,142.33,417.295,0,1,24.444444
5032,7,17,3.0,1.0,23.93,0.0,53.14,10.74,0,132.68,299.189,0,1,24.444444
5033,7,18,3.0,1.0,23.92,0.0,52.78,10.74,0,119.15,147.504,0,1,24.444444
5034,7,19,3.0,1.0,23.92,0.0,52.6,8.35,0,100.73,18.5378,0,1,24.444444
5035,7,20,3.0,1.0,23.91,0.0,52.45,8.35,0,91.07,0.0,0,1,24.444444
5036,7,21,3.0,1.0,24.45,0.05,50.51,2.36,0,11.48,0.0,0,1,24.444444
5037,7,22,3.0,1.0,24.83,0.03,48.92,2.36,0,11.35,0.0,0,1,24.444444
5038,7,23,3.0,1.0,24.93,0.03,48.36,2.36,0,11.97,0.0,0,1,24.444444
5039,7,24,3.0,1.0,24.94,0.03,48.37,2.36,0,10.15,0.0,0,1,24.444444
5040,7,1,4.0,1.0,24.96,0.05,49.01,2.36,0,10.22,0.0,0,1,24.444444
5041,7,2,4.0,1.0,24.92,0.04,49.57,2.36,0,9.21,0.0,0,1,24.444444
5042,7,3,4.0,1.0,24.9,0.07,49.94,2.36,0,8.09,0.0,0,1,24.444444
5043,7,4,4.0,1.0,24.81,0.05,50.48,2.36,0,8.36,0.0,0,1,24.444444
5044,7,5,4.0,1.0,24.78,0.08,50.76,2.36,0,5.76,0.0,0,1,24.444444
5045,7,6,4.0,1.0,24.81,0.01,50.44,2.36,0,9.29,0.0,0,1,24.444444
5046,7,7,4.0,1.0,23.91,0.02,52.6,4.77,0,53.83,43.0649,0,1,24.444444
5047,7,8,4.0,1.0,23.9,0.0,53.01,7.16,0,64.85,198.3,0,1,24.444444
5048,7,9,4.0,1.0,23.91,0.0,52.89,10.74,0,96.44,420.065,0,1,24.444444
5049,7,10,4.0,1.0,23.91,0.0,51.97,10.74,0,110.49,610.18,0,1,24.444444
5050,7,11,4.0,1.0,23.92,0.0,51.41,10.74,0,123.35,713.126,0,1,24.444444
5051,7,12,4.0,1.0,23.92,0.0,51.15,10.74,0,125.72,635.984,0,1,24.444444
5052,7,13,4.0,1.0,23.92,0.0,50.79,10.74,0,130.56,794.41,0,1,24.444444
5053,7,14,4.0,1.0,23.92,0.0,50.17,10.74,0,133.97,813.932,0,1,24.444444
5054,7,15,4.0,1.0,23.92,0.0,50.06,10.74,0,138.37,718.094,0,1,24.444444
5055,7,16,4.0,1.0,23.92,0.0,50.15,10.74,0,134.36,573.49,0,1,24.444444
5056,7,17,4.0,1.0,23.92,0.0,49.94,10.74,0,123.3,408.404,0,1,24.444444
5057,7,18,4.0,1.0,23.92,0.0,49.86,10.74,0,109.2,202.268,0,1,24.444444
5058,7,19,4.0,1.0,23.91,0.0,49.91,8.35,0,91.18,21.2238,0,1,24.444444
5059,7,20,4.0,1.0,23.91,0.0,49.93,8.35,0,82.8,0.0,0,1,24.444444
5060,7,21,4.0,1.0,24.46,0.05,48.26,2.36,0,10.91,0.0,0,1,24.444444
5061,7,22,4.0,1.0,24.87,0.03,46.84,2.36,0,10.87,0.0,0,1,24.444444
5062,7,23,4.0,1.0,24.98,0.05,46.34,2.36,0,10.96,0.0,0,1,24.444444
5063,7,24,4.0,1.0,24.96,0.05,46.2,2.36,0,7.78,0.0,0,1,24.444444
5064,7,1,5.0,1.0,24.93,0.07,46.1,2.36,0,8.2,0.0,0,1,24.444444
5065,7,2,5.0,1.0,24.83,0.04,46.25,2.36,0,8.32,0.0,0,1,24.444444
5066,7,3,5.0,1.0,24.77,0.07,46.31,2.36,0,5.93,0.0,0,1,24.444444
5067,7,4,5.0,1.0,24.71,0.05,46.43,2.36,0,4.8,0.0,0,1,24.444444
5068,7,5,5.0,1.0,24.66,0.07,46.42,2.36,0,5.29,0.0,0,1,24.444444
5069,7,6,5.0,1.0,24.69,0.0,46.04,2.36,0,6.99,0.0,0,1,24.444444
5070,7,7,5.0,1.0,23.9,0.0,49.85,4.77,0,59.09,53.2333,0,1,24.444444
5071,7,8,5.0,1.0,23.91,0.0,53.54,7.16,0,80.41,180.446,0,1,24.444444
5072,7,9,5.0,1.0,23.91,0.0,55.82,10.74,0,112.24,336.637,0,1,24.444444
5073,7,10,5.0,1.0,23.92,0.0,55.9,10.74,0,121.62,456.22,0,1,24.444444
5074,7,11,5.0,1.0,23.92,0.0,55.56,10.74,0,135.34,544.544,0,1,24.444444
5075,7,12,5.0,1.0,23.93,0.0,54.93,10.74,0,139.51,646.985,0,1,24.444444
5076,7,13,5.0,1.0,23.92,0.0,53.98,10.74,0,137.02,637.456,0,1,24.444444
5077,7,14,5.0,1.0,23.93,0.0,53.17,10.74,0,140.38,622.492,0,1,24.444444
5078,7,15,5.0,1.0,23.93,0.0,52.85,10.74,0,144.83,556.838,0,1,24.444444
5079,7,16,5.0,1.0,23.93,0.0,52.74,10.74,0,137.32,447.66,0,1,24.444444
5080,7,17,5.0,1.0,23.92,0.0,52.19,10.74,0,125.21,291.594,0,1,24.444444
5081,7,18,5.0,1.0,23.92,0.0,51.69,10.74,0,108.13,136.776,0,1,24.444444
5082,7,19,5.0,1.0,23.91,0.0,51.14,8.35,0,89.5,17.0103,0,1,24.444444
5083,7,20,5.0,1.0,23.91,0.0,50.95,8.35,0,85.44,0.0,0,1,24.444444
5084,7,21,5.0,1.0,24.43,0.05,49.29,2.36,0,10.94,0.0,0,1,24.444444
5085,7,22,5.0,1.0,24.83,0.05,47.85,2.36,0,10.22,0.0,0,1,24.444444
5086,7,23,5.0,1.0,24.92,0.05,47.63,2.36,0,10.3,0.0,0,1,24.444444
5087,7,24,5.0,1.0,24.91,0.03,47.77,2.36,0,10.3,0.0,0,1,24.444444
5088,8,1,6.0,1.0,24.92,0.07,47.71,2.36,0,8.0,0.0,0,1,24.444444
5089,8,2,6.0,1.0,24.87,0.07,47.66,2.36,0,8.42,0.0,0,1,24.444444
5090,8,3,6.0,1.0,24.81,0.05,47.48,2.36,0,7.87,0.0,0,1,24.444444
5091,8,4,6.0,1.0,24.76,0.06,47.46,2.36,0,7.23,0.0,0,1,24.444444
5092,8,5,6.0,1.0,24.73,0.06,47.73,2.36,0,6.72,0.0,0,1,24.444444
5093,8,6,6.0,1.0,24.82,0.01,47.27,2.36,0,8.27,0.0,0,1,24.444444
5094,8,7,6.0,1.0,23.92,0.02,51.63,4.77,0,73.75,36.0629,0,1,24.444444
5095,8,8,6.0,1.0,23.91,0.0,55.75,7.16,0,82.72,119.727,0,1,24.444444
5096,8,9,6.0,1.0,23.91,0.0,57.49,10.74,0,108.83,233.271,0,1,24.444444
5097,8,10,6.0,1.0,23.92,0.0,57.19,10.74,0,118.51,343.047,0,1,24.444444
5098,8,11,6.0,1.0,23.92,0.0,57.34,10.74,0,130.5,392.99,0,1,24.444444
5099,8,12,6.0,1.0,23.92,0.0,57.34,10.74,0,139.4,472.021,0,1,24.444444
5100,8,13,6.0,1.0,23.93,0.0,56.55,10.74,0,143.86,567.897,0,1,24.444444
5101,8,14,6.0,1.0,23.92,0.0,55.26,10.74,0,143.69,588.695,0,1,24.444444
5102,8,15,6.0,1.0,23.92,0.0,54.86,10.74,0,143.92,507.897,0,1,24.444444
5103,8,16,6.0,1.0,23.92,0.0,54.45,10.74,0,138.12,459.214,0,1,24.444444
5104,8,17,6.0,1.0,23.92,0.0,53.93,10.74,0,129.21,316.884,0,1,24.444444
5105,8,18,6.0,1.0,23.92,0.0,54.07,10.74,0,120.0,158.934,0,1,24.444444
5106,8,19,6.0,1.0,23.91,0.0,54.52,8.35,0,105.15,21.7969,0,1,24.444444
5107,8,20,6.0,1.0,23.91,0.0,55.01,8.35,0,97.26,0.0,0,1,24.444444
5108,8,21,6.0,1.0,24.43,0.05,53.27,2.36,0,11.76,0.0,0,1,24.444444
5109,8,22,6.0,1.0,24.8,0.03,51.62,2.36,0,11.51,0.0,0,1,24.444444
5110,8,23,6.0,1.0,24.91,0.05,51.07,2.36,0,11.73,0.0,0,1,24.444444
5111,8,24,6.0,1.0,24.92,0.05,51.04,2.36,0,9.29,0.0,0,1,24.444444
5112,8,1,7.0,1.0,24.9,0.06,51.14,1.77,0,8.35,0.0,0,1,24.444444
