,Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature (C),Average Unmet Cooling Setpoint Difference (C),Indoor Relative Humidity (%),Equipment Electric Power (kWh),DHW Heating (kWh),Cooling Load (kWh),Solar Generation (W/kW)
9036,1,13,2.0,0.0,25.35,0.66,48.13,13.17,5.18,8.13,607.806
9037,1,14,2.0,0.0,25.38,0.72,45.6,12.27,16.37,7.68,466.981
9038,1,15,2.0,0.0,25.26,0.81,46.44,11.37,15.37,7.19,151.974
9039,1,16,2.0,0.0,24.78,0.37,44.47,11.37,3.68,7.05,335.961
9040,1,17,2.0,0.0,24.35,0.19,44.77,12.72,5.17,5.89,195.225
9041,1,18,2.0,0.0,24.1,0.18,44.56,12.72,3.84,4.8,12.3741
9042,1,19,2.0,0.0,23.85,0.05,44.52,11.82,2.67,4.33,0.0
9043,1,20,2.0,0.0,23.66,0.03,44.13,10.92,1.67,3.35,0.0
9044,1,21,2.0,0.0,23.69,0.08,42.74,10.02,6.68,2.42,0.0
9045,1,22,2.0,0.0,23.62,0.01,41.22,9.13,7.01,1.44,0.0
9046,1,23,2.0,0.0,23.62,0.01,39.16,5.08,7.18,0.0,0.0
9047,1,24,2.0,0.0,23.4,0.0,36.59,2.38,2.5,0.0,0.0
9048,1,1,3.0,0.0,22.25,0.0,36.6,2.38,0.0,0.0,0.0
9049,1,2,3.0,0.0,23.49,0.0,34.91,1.92,0.0,0.0,0.0
9050,1,3,3.0,0.0,23.88,0.0,38.33,2.37,0.0,0.0,0.0
9051,1,4,3.0,0.0,22.98,0.0,31.15,1.92,0.0,0.0,0.0
9052,1,5,3.0,0.0,23.21,0.0,29.74,3.27,0.0,0.0,0.0
9053,1,6,3.0,0.0,22.83,0.0,29.58,6.43,0.0,0.0,0.0
9054,1,7,3.0,0.0,22.61,0.0,28.91,6.88,2.54,0.0,0.0
9055,1,8,3.0,0.0,22.34,0.0,29.46,7.78,2.51,0.0,0.0
9056,1,9,3.0,0.0,22.57,0.0,30.05,9.13,5.51,0.0,118.705
9057,1,10,3.0,0.0,22.74,0.0,29.89,10.47,2.17,0.0,88.1507
9058,1,11,3.0,0.0,23.0,0.0,29.84,12.72,1.67,0.0,133.088
9059,1,12,3.0,0.0,23.82,0.21,30.32,14.07,12.03,0.0,173.955
9060,1,13,3.0,0.0,24.03,0.42,30.74,13.17,5.18,0.0,254.249
9061,1,14,3.0,0.0,24.04,0.43,30.37,12.27,16.38,0.0,277.98
9062,1,15,3.0,0.0,24.1,0.49,29.09,11.37,15.37,0.0,178.711
9063,1,16,3.0,0.0,23.72,0.11,29.79,11.37,3.68,0.0,121.586
9064,1,17,3.0,0.0,23.61,0.0,30.32,12.72,5.18,0.0,49.8033
9065,1,18,3.0,0.0,23.61,0.0,30.31,12.72,3.84,0.0,0.0
9066,1,19,3.0,0.0,23.57,0.0,29.38,11.82,2.67,0.0,0.0
9067,1,20,3.0,0.0,23.34,0.0,28.82,10.92,1.67,0.0,0.0
9068,1,21,3.0,0.0,23.36,0.0,28.22,10.02,6.68,0.0,0.0
9069,1,22,3.0,0.0,23.22,0.0,27.47,9.13,7.02,0.0,0.0
9070,1,23,3.0,0.0,22.71,0.0,26.61,5.08,7.19,0.0,0.0
9071,1,24,3.0,0.0,22.34,0.0,24.93,2.38,2.5,0.0,0.0
9072,1,1,4.0,0.0,19.99,0.0,27.43,2.38,0.0,0.0,0.0
9073,1,2,4.0,0.0,22.06,0.0,25.64,1.92,0.0,0.0,0.0
9074,1,3,4.0,0.0,22.75,0.0,29.3,2.37,0.0,0.0,0.0
9075,1,4,4.0,0.0,23.27,0.0,30.58,1.92,0.0,0.0,0.0
9076,1,5,4.0,0.0,23.05,0.0,25.87,3.27,0.0,0.0,0.0
9077,1,6,4.0,0.0,21.86,0.0,23.67,6.43,0.0,0.0,0.0
9078,1,7,4.0,0.0,21.84,0.0,24.59,6.88,2.54,0.0,0.0
9079,1,8,4.0,0.0,21.92,0.0,25.55,7.78,2.51,0.0,0.0
9080,1,9,4.0,0.0,22.23,0.0,25.84,9.13,5.52,0.0,17.7123
9081,1,10,4.0,0.0,22.33,0.0,25.85,10.47,2.17,0.0,54.3402
9082,1,11,4.0,0.0,22.55,0.0,26.13,12.72,1.67,0.0,90.7877
9083,1,12,4.0,0.0,23.47,0.0,27.13,14.07,12.04,0.0,112.907
9084,1,13,4.0,0.0,23.82,0.21,27.65,13.17,5.19,0.0,146.675
9085,1,14,4.0,0.0,23.79,0.18,27.04,12.27,16.38,0.0,133.04
9086,1,15,4.0,0.0,23.94,0.33,25.24,11.37,15.38,0.0,109.145
9087,1,16,4.0,0.0,23.44,0.0,25.45,11.37,3.68,0.0,105.171
9088,1,17,4.0,0.0,23.27,0.0,25.74,12.72,5.18,0.0,40.5097
9089,1,18,4.0,0.0,23.27,0.0,27.38,12.72,3.84,0.0,0.0
9090,1,19,4.0,0.0,23.18,0.0,27.04,11.82,2.68,0.0,0.0
9091,1,20,4.0,0.0,23.18,0.0,26.46,10.92,1.67,0.0,0.0
9092,1,21,4.0,0.0,23.3,0.0,26.19,10.02,6.69,0.0,0.0
9093,1,22,4.0,0.0,23.21,0.0,26.37,9.13,7.02,0.0,0.0
9094,1,23,4.0,0.0,22.65,0.0,26.41,5.08,7.19,0.0,0.0
9095,1,24,4.0,0.0,22.3,0.0,25.21,2.38,2.5,0.0,0.0
9096,1,1,5.0,0.0,20.0,0.0,28.25,2.38,0.0,0.0,0.0
9097,1,2,5.0,0.0,21.91,0.0,26.2,1.92,0.0,0.0,0.0
9098,1,3,5.0,0.0,22.69,0.0,29.76,2.37,0.0,0.0,0.0
9099,1,4,5.0,0.0,23.22,0.0,30.99,1.92,0.0,0.0,0.0
9100,1,5,5.0,0.0,23.18,0.0,28.35,3.27,0.0,0.0,0.0
9101,1,6,5.0,0.0,21.71,0.0,25.47,6.43,0.0,0.0,0.0
9102,1,7,5.0,0.0,21.82,0.0,26.93,6.88,2.54,0.0,0.0
9103,1,8,5.0,0.0,21.92,0.0,28.47,7.78,2.51,0.0,0.0
9104,1,9,5.0,0.0,22.24,0.0,29.64,9.13,5.52,0.0,6.21945
9105,1,10,5.0,0.0,22.35,0.0,30.14,10.47,2.17,0.0,16.6649
9106,1,11,5.0,0.0,22.56,0.0,30.65,12.72,1.67,0.0,87.2074
9107,1,12,5.0,0.0,23.51,0.0,31.58,14.07,12.05,0.0,68.5658
9108,1,13,5.0,0.0,23.88,0.27,31.62,13.17,5.18,0.0,82.5177
9109,1,14,5.0,0.0,23.87,0.26,30.65,12.27,16.39,0.0,118.685
9110,1,15,5.0,0.0,23.94,0.33,29.51,11.37,15.4,0.0,64.902
9111,1,16,5.0,0.0,23.49,0.0,29.76,11.37,3.68,0.0,89.8669
9112,1,17,5.0,0.0,23.4,0.0,29.47,12.72,5.18,0.0,80.6845
9113,1,18,5.0,0.0,23.39,0.0,29.97,12.72,3.84,0.0,0.25974
9114,1,19,5.0,0.0,23.26,0.0,29.39,11.82,2.68,0.0,0.0
9115,1,20,5.0,0.0,23.25,0.0,28.25,10.92,1.67,0.0,0.0
9116,1,21,5.0,0.0,23.31,0.0,27.14,10.02,6.69,0.0,0.0
9117,1,22,5.0,0.0,23.18,0.0,25.85,9.13,7.02,0.0,0.0
9118,1,23,5.0,0.0,22.61,0.0,24.71,5.08,7.19,0.0,0.0
9119,1,24,5.0,0.0,22.24,0.0,22.78,2.38,2.5,0.0,0.0
9120,1,1,6.0,0.0,19.65,0.0,25.26,2.38,0.0,0.0,0.0
9121,1,2,6.0,0.0,21.75,0.0,23.37,1.92,0.0,0.0,0.0
9122,1,3,6.0,0.0,22.43,0.0,26.96,2.37,0.0,0.0,0.0
9123,1,4,6.0,0.0,23.03,0.0,27.83,1.92,0.0,0.0,0.0
9124,1,5,6.0,0.0,22.83,0.0,19.82,3.27,0.0,0.0,0.0
9125,1,6,6.0,0.0,22.22,0.0,19.97,6.43,0.0,0.0,0.0
9126,1,7,6.0,0.0,22.15,0.0,21.34,6.88,2.54,0.0,0.0
9127,1,8,6.0,0.0,21.94,0.0,23.38,7.78,2.51,0.0,0.0
9128,1,9,6.0,0.0,22.25,0.0,25.81,9.13,5.52,0.0,269.673
9129,1,10,6.0,0.0,22.42,0.0,25.28,10.47,2.18,0.0,474.794
9130,1,11,6.0,0.0,22.79,0.0,24.05,12.72,1.67,0.0,594.474
9131,1,12,6.0,0.0,23.72,0.11,24.86,14.07,12.05,0.0,564.27
9132,1,13,6.0,0.0,24.04,0.43,24.66,13.17,5.19,0.0,612.929
9133,1,14,6.0,0.0,24.03,0.42,23.85,12.27,16.4,0.0,613.057
9134,1,15,6.0,0.0,24.17,0.56,22.12,11.37,15.4,0.0,605.417
9135,1,16,6.0,0.0,23.74,0.13,22.99,11.37,3.68,0.0,350.137
9136,1,17,6.0,0.0,23.61,0.0,24.5,12.72,5.18,0.0,237.994
9137,1,18,6.0,0.0,23.61,0.0,24.89,12.72,3.85,0.0,20.5657
9138,1,19,6.0,0.0,23.61,0.0,23.97,11.82,2.68,0.0,0.0
9139,1,20,6.0,0.0,23.51,0.0,23.15,10.92,1.67,0.0,0.0
9140,1,21,6.0,0.0,23.44,0.0,23.81,10.02,6.69,0.0,0.0
9141,1,22,6.0,0.0,23.22,0.0,23.64,9.13,7.03,0.0,0.0
9142,1,23,6.0,0.0,22.74,0.0,22.81,5.08,7.2,0.0,0.0
9143,1,24,6.0,0.0,22.38,0.0,21.46,2.38,2.51,0.0,0.0
9144,1,1,8.0,0.0,19.86,0.0,24.18,2.38,0.0,0.0,0.0
9145,1,2,8.0,0.0,22.03,0.0,21.82,1.92,0.0,0.0,0.0
9146,1,3,8.0,0.0,23.02,0.0,24.74,2.37,0.0,0.0,0.0
9147,1,4,8.0,0.0,23.4,0.06,26.3,1.92,0.0,0.0,0.0
9148,1,5,8.0,0.0,23.08,0.0,22.09,3.27,0.0,0.0,0.0
9149,1,6,8.0,0.0,21.91,0.0,20.89,6.41,0.0,0.0,0.0
9150,1,7,8.0,0.0,21.67,0.0,20.94,6.88,0.0,0.0,0.0
9151,1,8,8.0,0.0,21.85,0.0,23.05,7.78,2.55,0.0,0.0
9152,1,9,8.0,0.0,22.17,0.0,26.89,9.13,2.52,0.0,258.548
9153,1,10,8.0,0.0,22.86,0.0,28.66,10.47,2.51,0.0,435.302
9154,1,11,8.0,0.0,23.49,0.0,29.28,12.72,1.67,0.0,593.252
9155,1,12,8.0,0.0,24.04,0.43,31.9,14.07,12.06,0.54,518.334
9156,1,13,8.0,0.0,24.37,0.65,33.02,13.17,10.05,2.01,695.399
9157,1,14,8.0,0.0,24.39,0.53,31.96,12.27,16.41,2.67,383.469
9158,1,15,8.0,0.0,24.54,0.59,29.12,11.37,15.4,2.78,587.394
9159,1,16,8.0,0.0,24.06,0.17,29.41,11.37,4.18,2.48,364.619
9160,1,17,8.0,0.0,23.67,0.0,32.22,12.72,4.19,1.38,230.88
9161,1,18,8.0,0.0,23.61,0.0,32.96,12.72,3.85,0.25,20.571
9162,1,19,8.0,0.0,23.61,0.0,32.77,11.82,2.67,0.0,0.0
9163,1,20,8.0,0.0,23.61,0.0,31.99,10.92,1.68,0.0,0.0
9164,1,21,8.0,0.0,23.61,0.0,32.24,10.02,6.69,0.0,0.0
9165,1,22,8.0,0.0,23.61,0.01,30.72,9.13,7.03,0.0,0.0
9166,1,23,8.0,0.0,23.14,0.0,29.05,5.08,7.2,0.0,0.0
9167,1,24,8.0,0.0,22.76,0.0,26.95,2.38,0.0,0.0,0.0
9168,1,1,1.0,0.0,21.28,0.0,29.33,2.38,0.0,0.0,0.0
9169,1,2,1.0,0.0,22.96,0.0,28.15,1.92,0.0,0.0,0.0
9170,1,3,1.0,0.0,23.52,0.0,31.57,2.37,0.0,0.0,0.0
9171,1,4,1.0,0.0,22.92,0.0,26.33,1.92,0.0,0.0,0.0
9172,1,5,1.0,0.0,23.08,0.0,26.0,3.27,0.0,0.0,0.0
9173,1,6,1.0,0.0,22.03,0.0,28.67,6.41,0.0,0.0,0.0
9174,1,7,1.0,0.0,21.99,0.0,30.34,6.88,0.0,0.0,0.0
9175,1,8,1.0,0.0,22.33,0.0,32.46,7.78,2.57,0.0,0.0
9176,1,9,1.0,0.0,22.8,0.0,32.64,9.13,2.52,0.0,204.415
9177,1,10,1.0,0.0,23.19,0.0,30.64,10.47,2.51,0.0,393.833
9178,1,11,1.0,0.0,23.59,0.0,28.78,12.72,1.67,0.0,577.156
9179,1,12,1.0,0.0,24.22,0.46,27.87,14.07,12.06,1.46,581.466
9180,1,13,1.0,0.0,24.66,0.68,24.66,13.17,10.05,2.5,710.34
9181,1,14,1.0,0.0,24.9,0.63,21.08,12.27,16.41,3.21,683.531
9182,1,15,1.0,0.0,25.12,0.69,18.58,11.37,15.41,3.54,592.307
9183,1,16,1.0,0.0,24.65,0.24,19.06,11.37,4.18,3.44,445.013
9184,1,17,1.0,0.0,24.22,0.06,20.52,12.72,4.19,2.86,233.291
9185,1,18,1.0,0.0,23.74,0.05,22.13,12.72,3.85,1.37,22.9081
9186,1,19,1.0,0.0,23.61,0.0,22.49,11.82,2.67,0.06,0.0
9187,1,20,1.0,0.0,23.61,0.0,22.47,10.92,1.68,0.0,0.0
9188,1,21,1.0,0.0,23.61,0.0,22.63,10.02,6.69,0.0,0.0
9189,1,22,1.0,0.0,23.61,0.0,22.16,9.13,7.03,0.0,0.0
9190,1,23,1.0,0.0,23.21,0.0,21.14,5.08,7.2,0.0,0.0
9191,1,24,1.0,0.0,22.7,0.0,18.26,2.38,0.0,0.0,0.0
9192,1,1,2.0,0.0,20.75,0.0,19.47,2.38,0.0,0.0,0.0
9193,1,2,2.0,0.0,22.5,0.0,18.84,1.92,0.0,0.0,0.0
9194,1,3,2.0,0.0,23.38,0.0,22.01,2.37,0.0,0.0,0.0
9195,1,4,2.0,0.0,22.83,0.0,17.83,1.92,0.0,0.0,0.0
9196,1,5,2.0,0.0,23.06,0.0,18.05,3.27,0.0,0.0,0.0
9197,1,6,2.0,0.0,21.9,0.0,19.56,6.43,0.0,0.0,0.0
9198,1,7,2.0,0.0,21.87,0.0,20.61,6.88,2.57,0.0,0.0
9199,1,8,2.0,0.0,21.95,0.0,22.28,7.78,2.51,0.0,0.0
9200,1,9,2.0,0.0,22.54,0.0,26.13,9.13,5.53,0.0,266.144
9201,1,10,2.0,0.0,23.37,0.0,25.85,10.47,2.18,0.0,439.853
9202,1,11,2.0,0.0,23.78,0.0,24.45,12.72,1.67,0.12,568.503
9203,1,12,2.0,0.0,24.58,0.43,25.46,14.07,12.07,2.68,675.267
9204,1,13,2.0,0.0,25.1,0.63,23.7,13.17,5.19,3.8,702.944
9205,1,14,2.0,0.0,25.24,0.62,23.37,12.27,16.42,4.19,689.909
9206,1,15,2.0,0.0,25.39,0.76,24.69,11.37,15.42,4.41,611.799
9207,1,16,2.0,0.0,24.82,0.3,26.9,11.37,3.69,4.41,457.062
9208,1,17,2.0,0.0,24.4,0.17,31.42,12.72,5.19,3.85,243.567
9209,1,18,2.0,0.0,24.03,0.16,34.05,12.72,3.85,2.84,23.0102
9210,1,19,2.0,0.0,23.66,0.03,34.12,11.82,2.68,1.9,0.0
9211,1,20,2.0,0.0,23.62,0.01,33.17,10.92,1.67,1.09,0.0
9212,1,21,2.0,0.0,23.66,0.05,32.86,10.02,6.7,0.43,0.0
9213,1,22,2.0,0.0,23.62,0.01,32.09,9.13,7.04,0.0,0.0
9214,1,23,2.0,0.0,23.52,0.0,29.86,5.08,7.2,0.0,0.0
9215,1,24,2.0,0.0,23.06,0.0,28.49,2.38,2.51,0.0,0.0
9216,1,1,3.0,0.0,21.28,0.0,30.69,2.38,0.0,0.0,0.0
9217,1,2,3.0,0.0,23.24,0.0,28.68,1.92,0.0,0.0,0.0
9218,1,3,3.0,0.0,23.8,0.0,31.78,2.37,0.0,0.0,0.0
9219,1,4,3.0,0.0,22.99,0.0,27.51,1.92,0.0,0.0,0.0
9220,1,5,3.0,0.0,23.38,0.0,27.41,3.27,0.0,0.0,0.0
9221,1,6,3.0,0.0,23.0,0.0,30.02,6.43,0.0,0.0,0.0
9222,1,7,3.0,0.0,22.7,0.0,31.19,6.88,2.55,0.0,0.0
9223,1,8,3.0,0.0,22.55,0.0,33.32,7.78,2.51,0.0,0.0
9224,1,9,3.0,0.0,23.3,0.0,36.18,9.13,5.53,0.0,247.078
9225,1,10,3.0,0.0,23.7,0.0,35.94,10.47,2.18,0.02,431.283
9226,1,11,3.0,0.0,24.1,0.0,34.22,12.72,1.67,1.89,563.87
9227,1,12,3.0,0.0,24.9,0.51,35.13,14.07,12.06,4.29,628.861
9228,1,13,3.0,0.0,25.41,0.74,32.92,13.17,5.2,5.2,669.209
9229,1,14,3.0,0.0,25.53,0.71,30.96,12.27,16.42,5.45,656.617
9230,1,15,3.0,0.0,25.62,0.84,30.17,11.37,15.42,5.43,575.399
9231,1,16,3.0,0.0,25.12,0.38,30.13,11.37,3.69,5.38,428.155
9232,1,17,3.0,0.0,24.83,0.26,31.35,12.72,5.19,5.03,219.275
9233,1,18,3.0,0.0,24.36,0.25,33.32,12.72,3.86,3.66,22.1281
9234,1,19,3.0,0.0,23.86,0.1,34.6,11.82,2.68,2.69,0.0
9235,1,20,3.0,0.0,23.65,0.01,34.7,10.92,1.68,1.82,0.0
9236,1,21,3.0,0.0,23.62,0.01,35.55,10.02,6.7,1.7,0.0
9237,1,22,3.0,0.0,23.62,0.01,36.47,9.13,7.04,0.26,0.0
9238,1,23,3.0,0.0,23.62,0.01,35.34,5.08,7.21,0.0,0.0
9239,1,24,3.0,0.0,23.34,0.0,35.27,2.38,2.51,0.0,0.0
9240,1,1,4.0,0.0,22.2,0.0,37.46,2.38,0.0,0.0,0.0
9241,1,2,4.0,0.0,23.78,0.0,35.52,1.92,0.0,0.0,0.0
9242,1,3,4.0,0.0,24.25,0.0,38.58,2.37,0.0,0.0,0.0
9243,1,4,4.0,0.0,23.21,0.0,34.86,1.92,0.0,0.0,0.0
9244,1,5,4.0,0.0,22.97,0.0,35.26,3.27,0.0,0.0,0.0
9245,1,6,4.0,0.0,21.97,0.0,33.3,6.43,0.0,0.0,0.0
9246,1,7,4.0,0.0,22.04,0.0,30.99,6.88,2.55,0.0,0.0
9247,1,8,4.0,0.0,22.34,0.0,33.52,7.78,2.52,0.0,0.0
9248,1,9,4.0,0.0,23.12,0.0,36.26,9.13,5.53,0.0,251.376
9249,1,10,4.0,0.0,23.63,0.0,34.22,10.47,2.18,0.0,438.25
9250,1,11,4.0,0.0,23.84,0.0,32.02,12.72,1.67,0.32,574.474
9251,1,12,4.0,0.0,24.39,0.48,33.72,14.07,12.07,2.26,658.037
9252,1,13,4.0,0.0,24.9,0.65,32.12,13.17,5.2,3.81,685.634
9253,1,14,4.0,0.0,25.28,0.66,28.56,12.27,16.43,4.62,655.98
9254,1,15,4.0,0.0,25.59,0.8,25.0,11.37,15.42,4.91,576.187
9255,1,16,4.0,0.0,25.12,0.34,24.11,11.37,3.69,4.85,436.827
9256,1,17,4.0,0.0,24.67,0.22,25.81,12.72,5.19,4.08,233.922
9257,1,18,4.0,0.0,24.23,0.21,27.65,12.72,3.86,2.97,23.2031
9258,1,19,4.0,0.0,23.82,0.06,28.85,11.82,2.68,2.37,0.0
9259,1,20,4.0,0.0,23.69,0.02,29.38,10.92,1.68,2.18,0.0
9260,1,21,4.0,0.0,23.69,0.08,30.62,10.02,6.71,2.06,0.0
9261,1,22,4.0,0.0,23.62,0.01,31.75,9.13,7.04,0.78,0.0
9262,1,23,4.0,0.0,23.61,0.0,30.98,5.08,7.21,0.0,0.0
9263,1,24,4.0,0.0,23.27,0.0,29.37,2.38,2.51,0.0,0.0
9264,1,1,5.0,0.0,21.78,0.0,29.93,2.38,0.0,0.0,0.0
9265,1,2,5.0,0.0,23.24,0.0,28.54,1.92,0.0,0.0,0.0
9266,1,3,5.0,0.0,23.9,0.0,31.42,2.37,0.0,0.0,0.0
9267,1,4,5.0,0.0,23.01,0.0,27.22,1.92,0.0,0.0,0.0
9268,1,5,5.0,0.0,22.95,0.0,26.88,3.27,0.0,0.0,0.0
9269,1,6,5.0,0.0,22.67,0.0,25.01,6.43,0.0,0.0,0.0
9270,1,7,5.0,0.0,22.97,0.0,22.93,6.88,2.55,0.0,0.0
9271,1,8,5.0,0.0,23.18,0.0,23.74,7.78,2.52,0.0,0.0
9272,1,9,5.0,0.0,23.53,0.0,26.93,9.13,5.53,0.0,62.5291
9273,1,10,5.0,0.0,23.61,0.0,28.57,10.47,2.18,0.0,131.731
9274,1,11,5.0,0.0,23.61,0.0,29.43,12.72,1.67,0.0,49.324
9275,1,12,5.0,0.0,24.08,0.48,32.41,14.07,12.07,1.78,59.2756
9276,1,13,5.0,0.0,24.15,0.51,34.62,13.17,5.2,2.59,139.151
9277,1,14,5.0,0.0,24.17,0.51,36.21,12.27,16.43,2.85,181.679
9278,1,15,5.0,0.0,24.23,0.62,38.71,11.37,15.43,2.81,102.548
9279,1,16,5.0,0.0,23.76,0.15,41.76,11.37,3.69,2.15,14.2254
9280,1,17,5.0,0.0,23.62,0.01,41.05,12.72,5.19,0.66,7.60467
9281,1,18,5.0,0.0,23.62,0.01,38.8,12.72,3.86,0.0,0.0
9282,1,19,5.0,0.0,23.62,0.01,35.99,11.82,2.68,0.0,0.0
9283,1,20,5.0,0.0,23.62,0.01,34.73,10.92,1.67,0.0,0.0
9284,1,21,5.0,0.0,23.62,0.01,33.85,10.02,6.71,0.0,0.0
9285,1,22,5.0,0.0,23.62,0.01,32.95,9.13,7.04,0.0,0.0
9286,1,23,5.0,0.0,23.05,0.0,31.57,5.08,7.21,0.0,0.0
9287,1,24,5.0,0.0,22.56,0.0,29.8,2.38,2.51,0.0,0.0
9288,1,1,6.0,0.0,20.45,0.0,32.96,2.38,0.0,0.0,0.0
9289,1,2,6.0,0.0,22.38,0.0,31.35,1.92,0.0,0.0,0.0
9290,1,3,6.0,0.0,23.17,0.0,34.89,2.37,0.0,0.0,0.0
9291,1,4,6.0,0.0,23.52,0.12,36.78,1.92,0.0,0.0,0.0
9292,1,5,6.0,0.0,23.1,0.0,27.38,3.27,0.0,0.0,0.0
9293,1,6,6.0,0.0,22.55,0.0,28.93,6.43,0.0,0.0,0.0
9294,1,7,6.0,0.0,22.42,0.0,30.18,6.88,2.55,0.0,0.0
9295,1,8,6.0,0.0,22.19,0.0,31.28,7.78,2.52,0.0,0.0
9296,1,9,6.0,0.0,22.45,0.0,31.43,9.13,5.53,0.0,32.1019
9297,1,10,6.0,0.0,22.59,0.0,31.61,10.47,2.18,0.0,73.3059
9298,1,11,6.0,0.0,22.85,0.0,31.75,12.72,1.67,0.0,69.7372
9299,1,12,6.0,0.0,23.74,0.13,32.46,14.07,12.07,0.0,80.1834
9300,1,13,6.0,0.0,23.95,0.34,32.18,13.17,5.2,0.0,122.749
9301,1,14,6.0,0.0,23.98,0.37,31.28,12.27,16.43,0.0,120.289
9302,1,15,6.0,0.0,24.01,0.4,30.24,11.37,15.43,0.0,92.1007
9303,1,16,6.0,0.0,23.55,0.0,29.65,11.37,3.69,0.0,58.2083
9304,1,17,6.0,0.0,23.4,0.0,28.45,12.72,5.2,0.0,171.718
9305,1,18,6.0,0.0,23.41,0.0,29.04,12.72,3.85,0.0,25.9109
9306,1,19,6.0,0.0,23.31,0.0,29.3,11.82,2.69,0.0,0.0
9307,1,20,6.0,0.0,23.12,0.0,28.34,10.92,1.67,0.0,0.0
9308,1,21,6.0,0.0,23.16,0.0,27.53,10.02,6.71,0.0,0.0
9309,1,22,6.0,0.0,23.05,0.0,26.59,9.13,7.04,0.0,0.0
9310,1,23,6.0,0.0,22.6,0.0,25.35,5.08,7.21,0.0,0.0
9311,1,24,6.0,0.0,22.25,0.0,23.67,2.38,2.51,0.0,0.0
9312,1,1,7.0,0.0,19.79,0.0,26.34,2.38,0.0,0.0,0.0
9313,1,2,7.0,0.0,21.73,0.0,24.54,1.92,0.0,0.0,0.0
9314,1,3,7.0,0.0,22.45,0.0,28.01,2.37,0.0,0.0,0.0
9315,1,4,7.0,0.0,23.08,0.0,28.6,1.92,0.0,0.0,0.0
9316,1,5,7.0,0.0,23.55,0.12,29.84,3.27,0.0,0.0,0.0
9317,1,6,7.0,0.0,22.01,0.0,22.46,6.41,0.0,0.0,0.0
9318,1,7,7.0,0.0,21.65,0.0,20.95,6.88,0.0,0.0,0.0
9319,1,8,7.0,0.0,21.83,0.0,23.75,7.78,2.57,0.0,60.0974
9320,1,9,7.0,0.0,22.08,0.0,25.26,9.13,2.52,0.0,274.667
9321,1,10,7.0,0.0,22.39,0.0,25.31,10.47,2.51,0.0,482.469
9322,1,11,7.0,0.0,22.93,0.0,24.48,12.72,1.68,0.0,643.567
9323,1,12,7.0,0.0,23.87,0.26,25.52,14.07,12.07,0.0,725.906
9324,1,13,7.0,0.0,24.18,0.57,25.3,13.17,10.06,0.0,755.072
9325,1,14,7.0,0.0,24.1,0.49,23.08,12.27,16.44,0.24,717.281
9326,1,15,7.0,0.0,24.17,0.56,21.65,11.37,15.44,0.8,617.941
9327,1,16,7.0,0.0,23.78,0.13,21.66,11.37,4.19,0.91,481.964
9328,1,17,7.0,0.0,23.61,0.0,22.1,12.72,4.19,0.27,264.86
9329,1,18,7.0,0.0,23.61,0.0,22.61,12.72,3.86,0.0,29.9601
9330,1,19,7.0,0.0,23.61,0.0,22.24,11.82,2.68,0.0,0.0
9331,1,20,7.0,0.0,23.61,0.0,22.07,10.92,1.68,0.0,0.0
9332,1,21,7.0,0.0,23.61,0.0,22.13,10.02,6.71,0.0,0.0
9333,1,22,7.0,0.0,23.6,0.0,22.99,9.13,7.04,0.0,0.0
9334,1,23,7.0,0.0,22.95,0.0,24.24,5.08,7.21,0.0,0.0
9335,1,24,7.0,0.0,22.33,0.0,23.25,2.38,0.0,0.0,0.0
9336,1,1,1.0,0.0,20.1,0.0,26.53,2.38,0.0,0.0,0.0
9337,1,2,1.0,0.0,22.17,0.0,24.41,1.92,0.0,0.0,0.0
9338,1,3,1.0,0.0,23.05,0.0,27.63,2.37,0.0,0.0,0.0
9339,1,4,1.0,0.0,23.42,0.05,29.46,1.92,0.0,0.0,0.0
9340,1,5,1.0,0.0,22.71,0.0,24.49,3.27,0.0,0.0,0.0
9341,1,6,1.0,0.0,21.91,0.0,24.03,6.41,0.0,0.0,0.0
9342,1,7,1.0,0.0,21.68,0.0,24.92,6.88,0.0,0.0,0.0
9343,1,8,1.0,0.0,21.89,0.0,28.86,7.78,2.58,0.0,58.3156
9344,1,9,1.0,0.0,22.49,0.0,31.44,9.13,2.52,0.0,263.473
9345,1,10,1.0,0.0,23.25,0.0,30.98,10.47,2.51,0.0,463.676
9346,1,11,1.0,0.0,23.76,0.0,29.14,12.72,1.68,0.11,612.282
9347,1,12,1.0,0.0,24.48,0.45,29.38,14.07,12.08,2.41,700.504
9348,1,13,1.0,0.0,24.98,0.7,27.63,13.17,10.06,3.81,723.313
9349,1,14,1.0,0.0,25.15,0.62,24.93,12.27,16.44,4.32,700.085
9350,1,15,1.0,0.0,25.22,0.66,23.62,11.37,15.44,4.33,620.809
9351,1,16,1.0,0.0,24.68,0.21,23.84,11.37,4.19,4.09,470.949
9352,1,17,1.0,0.0,24.19,0.02,24.98,12.72,4.19,3.32,258.265
9353,1,18,1.0,0.0,23.76,0.0,26.6,12.72,3.86,2.13,28.8676
9354,1,19,1.0,0.0,23.61,0.0,27.85,11.82,2.68,0.87,0.0
9355,1,20,1.0,0.0,23.61,0.0,28.11,10.92,1.68,0.59,0.0
9356,1,21,1.0,0.0,23.62,0.01,28.93,10.02,6.71,0.63,0.0
9357,1,22,1.0,0.0,23.62,0.01,29.64,9.13,7.04,0.0,0.0
